1185	151009095322002012.1185.0	1	-0.073807597266	-1.052600912157	105140.056282407124	1.061412181866	-0.032646949366	0.000000000000	999	999	999	nan	999
1185	151009095322003012.1185.0	1	-0.072426822430	-1.054472755640	104967.951199023795	1.052644943169	-0.061462317364	1939.298809597727	999	999	999	nan	999
1185	151009095322003011.1185.0	1	-0.073798172654	-1.067047127717	107074.767602735374	1.064001727780	-0.093114974474	2134.004447222682	999	999	999	nan	999
1185	151009095322008014.1185.0	1	-0.076320006738	-1.071198121527	100112.572825827301	1.071551932658	-0.090931903165	11145.498782472669	999	999	999	nan	999
1185	151009095322008013.1185.0	1	-0.077793196565	-1.072245625104	102237.435393709224	1.071531518337	-0.088087033419	11325.344183829127	999	999	999	nan	999
1185	151009095322009015.1185.0	1	-0.075134447682	-1.073161436204	97836.735151755187	1.069411120224	-0.090987761228	12783.664282882439	999	999	999	nan	999
1185	151009095322009014.1185.0	1	-0.075391040883	-1.070846200684	99943.863375729808	1.069744435544	-0.090290992494	12990.927382776010	999	999	999	nan	999
1185	151009095322009013.1185.0	1	-0.075731596276	-1.071001645409	102067.516162068947	1.070477575380	-0.089879173818	13174.405403544353	999	999	999	nan	999
1185	151009095322009012.1185.0	1	-0.076248338087	-1.069332046236	104185.000111037763	1.070273838605	-0.090274497295	13371.487059930552	999	999	999	nan	999
1185	151009095322010015.1185.0	1	-0.073864585955	-1.072102785554	97640.908294984663	1.070418507867	-0.089561259769	14787.215402809057	999	999	999	nan	999
1185	151009095322010014.1185.0	1	-0.074114721702	-1.070521633855	99754.589916761513	1.070774335601	-0.090742183962	14996.156479171716	999	999	999	nan	999
1185	151009095322010013.1185.0	1	-0.074330465574	-1.070839448726	101874.381061103384	1.071300519624	-0.090801239435	15180.582314173958	999	999	999	nan	999
1185	151009095322010012.1185.0	1	-0.075248801139	-1.069566654770	103993.606894516910	1.071050118182	-0.090354388031	15377.215377171631	999	999	999	nan	999
1185	151009095322010011.1185.0	1	-0.076685123511	-1.067504234398	106097.316008099675	1.069714080619	-0.087801684978	15560.899714974099	999	999	999	nan	999
1185	151009095322010010.1185.0	1	-0.075797489575	-1.070287873309	108227.923854967725	1.071980303810	-0.087157444673	15742.315769684561	999	999	999	nan	999
1185	151009095322010009.1185.0	1	-0.076463182509	-1.070227836306	110341.717783453088	1.072442450120	-0.088268049249	15940.855564515487	999	999	999	nan	999
1185	151009095322011018.1185.0	1	-0.079156398388	-1.068138309043	91424.713267883126	1.069952062509	-0.083264089315	16103.651605937675	999	999	999	nan	999
1185	151009095322011017.1185.0	1	-0.079838256639	-1.067717742883	93526.402707028246	1.070151681006	-0.082067820797	16304.258520198373	999	999	999	nan	999
1185	151009095322011014.1185.0	1	-0.073727087144	-1.070407707830	99591.619293133641	1.071182062387	-0.090956031295	16826.357186823974	999	999	999	nan	999
1185	151009095322011013.1185.0	1	-0.073456378897	-1.070839837763	101714.577169750963	1.071953623939	-0.091592639298	17013.740314246563	999	999	999	nan	999
1185	151009095322011012.1185.0	1	-0.073729320068	-1.068852961729	103827.657364060738	1.072671747894	-0.090194569337	17207.948514524462	999	999	999	nan	999
1185	151009095322011011.1185.0	1	-0.074593708345	-1.067332350944	105931.815407828966	1.073201829801	-0.088758115509	17388.273047934286	999	999	999	nan	999
1185	151009095322011010.1185.0	1	-0.075950436910	-1.069838789951	108064.074741137723	1.072547142754	-0.087261039397	17577.953648041723	999	999	999	nan	999
1185	151009095322011009.1185.0	1	-0.076171166598	-1.070010266161	110175.455657404862	1.073699695783	-0.088432245591	17775.971934256049	999	999	999	nan	999
1185	151009095322012019.1185.0	1	-0.077669572429	-1.067764365973	89117.123191393854	1.069814026849	-0.085402240042	17895.498043241379	999	999	999	nan	999
1185	151009095322012018.1185.0	1	-0.078630643522	-1.067912977244	91228.528981886804	1.070375169051	-0.082834191679	18084.422307584347	999	999	999	nan	999
1185	151009095322012017.1185.0	1	-0.078422240862	-1.067196290546	93330.111765759022	1.070776109988	-0.083227220857	18287.795753563754	999	999	999	nan	999
1185	151009095322012015.1185.0	1	-0.072992304954	-1.058815701845	97327.003421129513	1.061247695929	-0.089792013096	18655.420914903538	999	999	999	nan	999
1185	151009095322012014.1185.0	1	-0.074948795194	-1.058133772085	99415.070818679727	1.061300625134	-0.088011112124	18856.929872061090	999	999	999	nan	999
